time_s,voltage_V,current_A,power_W,temp_C
2.9,235.73928419885982,4.453258467255293,1187.123214154822,19.40807035154099
3.0,239.02345466293377,4.564383675986612,1126.8887720710368,26.635618395178053
3.1,232.01364322756302,4.68971616523644,1118.4679315300177,18.250918481550535
3.2,232.9029709988325,4.519126777914247,1229.646682920053,20.86361069939981
3.3,237.1388311514033,4.829134926190239,1139.924409391924,36.986021047807824
3.4,233.72060973134654,4.532174975278548,1168.6277498381173,32.51264014037849
3.5,233.1104004568289,3.768886298502519,1179.036873555026,20.62793008605333
3.6,230.10094732110403,4.341911101445836,1206.3400940787606,28.526824544324906
3.7,227.1696606107096,4.718376120433312,1095.470870660605,20.85155475131698
3.8,230.13435840208413,4.308507125201013,1130.317230830432,36.851535682564965
3.9,229.35246709940222,4.0951927049430825,1132.1882677993895,21.191000273939917
4.0,226.02075218850698,3.584916441589354,1137.4767724968312,25.038863932384967
4.1,226.46060133033944,3.858270673290929,1053.0305953890118,34.68135262094264
4.2,227.0496468190286,2.976992649883349,1145.6961562041274,19.94604364486269
4.3,224.69038713889512,3.573837679564244,1033.7930693249805,33.99228380369518
4.4,225.7932436755888,3.1605016235506054,1161.4837359159285,19.998097921516294
4.5,225.61847550500016,3.582257124034882,1171.0739086108151,26.037789789366784
4.6,224.96814279797616,3.263772246487564,1173.4968936028836,22.784861059151332
4.7,223.38926508393962,2.6022331788931092,1101.3967334461822,23.995678241191346
4.8,225.13307618110824,3.0638151741224755,1187.801912734235,25.534298177810665
4.9,225.31366584041783,3.48813275915818,1115.0437092340142,24.080777352144676
5.0,223.8036757512224,2.551251789996419,1100.5269138994643,19.02334002647733
5.1,221.2036246793907,2.795250976792707,1110.406841068796,30.46702514140783
5.2,224.0311885574048,2.7411489398062177,1115.7184695402298,29.374731507055124
5.3,221.3443848642053,2.4936144046215274,1156.540377533779,33.867611037677484
5.4,223.9380802952552,3.5328779454524137,1182.6404281621974,34.6825625060571
5.5,219.92295419070297,3.742118508777373,1065.597758181149,17.531653937069628
5.6,223.83729506947412,3.619455609025205,1128.028918493499,33.831009463170815
5.7,221.965530778966,3.4899878144705987,1185.7588660516933,33.934549966834986
5.8,219.56094107852996,3.476822041988026,1157.847797710562,21.476068058631615
5.9,221.53853890844513,3.7084886801549395,1170.070931578678,31.796338812242826
6.0,222.43681036023796,3.444844357418925,1089.8131612166608,35.41224955455722
6.1,223.08969917967732,4.228497648275256,1187.9494965254844,21.440702984552033
6.2,220.8469979622722,4.43048504490445,1087.2422330200732,17.37982694571433
6.3,220.91377795825687,4.5334893779218435,1157.602858561166,22.423642442864985
6.4,223.89253393315352,4.102103208973286,1204.4502956355198,49.31245894721258
6.5,222.96986527211496,4.504612548498388,1225.1740155938787,26.025195154374273
6.6,224.8266886188973,4.569362663864066,1170.4614620018524,18.109698745708315
6.7,226.3662033366933,5.516057657358822,1185.2387680783318,23.029204743283028
6.8,222.07683933334363,5.038842702178301,1125.7467346331298,19.134384388602065
6.9,226.44254361304118,4.3807016254709525,1130.7422347105633,22.20194396522822
7.0,228.97063601807085,5.458571249963314,1196.776934855503,25.12305698954074
7.1,226.53800646718747,6.21563813543386,1150.0642552988986,12.930653705355542
7.2,226.14304684793345,5.897153013515782,1144.90744704556,26.845553321294062
7.3,229.9162936292947,6.130901242334571,1093.577675992517,34.94122657457409
7.4,229.57685171193444,5.944153145031087,1156.0236391157896,23.351420062886532
7.5,231.52633240917467,5.285339410421949,1175.8345362833056,22.294193631060118
7.6,229.71058465895482,5.486505379034874,1118.2332209903823,32.24611630950542
7.7,228.10104612038913,5.8405405072217444,1129.7168071020506,17.873878466613675
7.8,231.50093837528001,6.407205265435861,1213.2182638408358,17.966833137156947
7.9,231.4736366396508,6.690837229752229,1157.1306459659545,17.328732887095313
8.0,234.54385748866488,6.94062871995598,1138.4562541766,23.586051774058262
8.1,233.98761828699924,6.615150210079875,1104.5206884264264,27.07218303388251
8.2,230.92080888816724,7.208420497534243,1125.2168387487582,23.983276236753674
8.3,232.3453075703405,6.775393876350731,1140.0001499583395,28.147092290056907
8.4,237.02347086292482,6.6540435379241565,1204.7651140485486,30.195315606756854
8.5,237.09920374567056,7.31160644372663,1125.58021207271,27.77527723177402
8.6,234.90313211601088,6.626602945670349,1221.7734306986422,20.042129807013914
8.7,236.5825494389575,5.908350174283398,1112.8524873219656,22.942201566013118
8.8,237.8311220645028,6.569723907564011,1135.6965278069579,33.51730252582958
8.9,238.18394516671663,7.011255719481321,1183.7417459164367,18.884252084388375
9.0,239.25648420642662,5.7077085180703095,1140.3922027545966,23.02646194365794
9.1,238.22175342790842,6.749649225546406,1116.7895183039757,22.10229715050649
9.2,237.670405617954,6.699258334658533,1144.726263540733,23.452517266716807
9.3,237.43909410331372,6.188386607474018,1167.9484997371574,18.74792120244461
9.4,240.10978025238026,6.080634130920664,1081.370631406038,17.508152408232718
9.5,233.4825789426374,6.391701514760782,1140.0585461700532,46.47855367616313
9.6,237.6375553228044,6.249954127894302,1145.6265350219342,31.077226102401266
9.7,237.85651211482227,6.854675442948161,1133.8500896029734,20.529147206127995
9.8,234.76139044292364,6.373192610685381,1179.4142426551596,24.17354264318192
9.9,238.0464609081908,5.454954709129945,1127.257913219365,29.054609018103353
10.0,235.79579083987076,5.601939489859674,1135.4194060565467,22.51281618527394
10.1,238.49149604320107,6.075809503941432,1151.5057034945012,28.62071886787101
10.2,236.13671273291928,6.396587432281866,1179.1539637726185,21.034812991897915
10.3,237.30315910342264,5.632810996279062,1141.1534952940915,22.429290416034675
10.4,237.93809693124695,5.439191701003932,1210.6638908360703,24.018102360158355
10.5,235.76365079546048,5.893717566447872,1113.691267999051,21.88116283818112
10.6,232.70904444635212,4.973820885998842,1201.4605740933634,13.28710980069777
10.7,230.86358689218582,4.692840717521843,1115.6871379555735,24.662602341170548
10.8,236.8037161169668,4.086046924637373,1143.477340720965,26.19072928150585
10.9,232.45620499712305,4.283425145819856,1164.561847414702,27.634061305800245
11.0,230.6649090487035,5.200950931900044,1232.1935944503882,19.1347058790891
11.1,231.6796300591651,3.606257327170328,1185.8330458661237,26.73736008277424
11.2,230.3477152234727,4.030644788203785,1133.7654860177222,25.8917697185934
11.3,231.76917416969326,3.3208101643938086,1201.9647646236688,15.76505106530342
11.4,229.46664740117973,3.8012490014349387,1141.4518038042518,14.147192204688377
11.5,228.76436424526312,3.979311664150097,1118.3421657480142,27.63595510625094
11.6,226.65454637289156,3.410735407978794,1167.9473876714674,19.326044959684832
11.7,228.3829826485168,3.694630159317798,1153.7788339213319,31.517772149666257
11.8,224.75399443845834,3.5962122889075947,1188.1466546905294,41.89191396111813
11.9,227.5534467591809,3.4038122636862163,1128.0104654341076,21.206723412720294
12.0,228.6957061388653,3.840948356540768,1165.260139906437,20.6486782665762
12.1,222.0548281786258,3.408239908066456,1175.3819733133907,24.460901085571198
12.2,219.66208987283474,2.9301864697378384,1161.1218223820272,29.040362400109526
12.3,225.35617006707028,2.748825055605452,1148.8406587163456,18.468197460040074
12.4,228.78686537318046,2.6657501469280627,1122.09526503636,33.494053501342975
12.5,221.30166389729462,3.1907918470166363,1186.1500716542155,31.431337173595505
12.6,220.46104240262267,2.8814060978919542,1155.4889800124972,28.9415019781525
12.7,223.84813582378726,4.126816829297444,1169.8521589003542,21.4353141299577
12.8,220.74739076517852,3.8100211431544486,1135.9688703655763,30.848111223678533
12.9,221.2279660887611,3.038498498173906,1150.520467629686,30.395762735831724
13.0,221.40882282663347,3.0569396953485986,1108.5108803318112,18.169734593124232
13.1,223.08889690307015,3.9415188602749875,1153.421011805432,41.369590205791916
13.2,221.18947362480816,2.6009988975405878,1180.6084129461724,22.756894781890434
13.3,222.58655251388785,3.274038520388385,1153.7197314431933,26.904578956524563
13.4,221.76373854110486,3.9460031847250594,1184.3757124207298,21.519535292379718
13.5,220.5681938126067,3.3218574872403837,1162.516419284907,27.010459851312355
13.6,221.8123504683897,3.626075524087112,1204.5542652007728,32.78662324790797
13.7,220.79805693676548,3.814673905209284,1142.398014713888,20.048570120077066
13.8,223.00941257423204,4.3650284695334225,1084.4547909378837,16.21835350063036
13.9,221.09478457522658,4.307532014589638,1167.299529163423,21.92228344337728
14.0,221.5490684915168,4.570360235829837,1143.3924204848975,17.698652323541562
14.1,227.08460382399315,4.808740919352279,1111.0282647086935,20.29464013019733
14.2,224.54059268228656,4.746684906924818,1176.0506143169107,23.768929597304226
14.3,225.05259037487522,5.344859509768394,1160.5731655701854,24.142183167443015
14.4,226.73048949583176,4.775662546000019,1167.813544077385,33.87516807314135
14.5,225.44251724069463,4.658943843582429,1136.7049619685324,19.035400165178814
14.6,226.4297641209289,4.687170224187636,1157.8818865699102,26.793976395222444
14.7,228.3613426308148,4.911279811569365,1160.173561766217,21.608962015800355
14.8,228.71736155727947,5.497357764577913,1220.986204261668,34.510521853280345
14.9,226.48824336237698,6.282482946278643,1122.6416094216527,46.15127666363187
15.0,231.13611001452972,6.0869896316935375,1149.5802320177042,26.46597468813978
15.1,228.95482535764458,5.917702369584923,1164.5543924907859,37.28338417271598
15.2,228.6888659837442,5.860945947387601,1081.008522956184,21.487010765949094
15.3,229.65984293705097,6.200155661417095,1085.8812653028722,16.447086890435106
15.4,231.32933305388752,6.363267236054015,1236.6327348331124,17.857085406398436
15.5,236.0000076763153,6.401135599162371,1079.3152418535333,16.53083650198475
15.6,231.01026448477157,6.145305901415897,1172.9971657862104,19.323320247407995
15.7,234.27408809939882,6.607222876429885,1116.070983757417,23.102603664999766
15.8,230.24344561309977,7.271147097291251,1119.4735958899548,32.704930989049394
15.9,235.04975403545552,6.048256720108162,1070.6990038291062,29.223254463802967
16.0,237.35074511156847,6.862352046256472,1113.970457106986,27.548303650809096
16.1,235.53847944985276,6.136957903378701,1181.3751446201472,22.066618302471383
16.2,235.1715655646463,7.071837821726996,1094.4502863633395,20.48149754770797
16.3,237.26713800445688,6.698873286392281,1173.8170752136714,24.73739741337634
16.4,238.53103637575796,6.148978177332883,1162.5319099739434,25.391556121051085
16.5,238.73517468450385,6.995153698786734,1230.7320919740957,26.1553249914743
16.6,241.57852021393165,7.639886891140853,1131.0186566696914,26.920471811271323
16.7,238.22464016468203,6.901256776152681,1200.5365615681121,23.821690042217718
16.8,236.74003864605308,7.254298937793948,1185.5547581696576,15.162661509486998
16.9,237.73645219001108,6.680442299979501,1138.5332633072685,18.563369221684464
17.0,237.85152222596741,5.753607951289723,1083.4817604425534,19.957328429484924
17.1,238.16660357601833,6.709217699532088,1210.3776151834604,37.494084592168115
17.2,237.78651232943395,6.231591567166267,1095.4244437662583,22.047117815997638
17.3,238.03748045156496,5.6902393198282475,1131.063361895088,29.04244940875313
17.4,234.13746032296726,6.456328408889224,1185.3270616000075,35.37691961208551
17.5,238.87612166261826,6.116528514029314,1194.6382227517315,26.664708518424685
17.6,235.75500040590208,5.644060561442091,1116.1821321536804,22.23799047230445
17.7,234.19785671474352,6.0479624359015505,1148.719932564071,22.798500081640356
17.8,237.41395223076947,5.193552729121985,1139.6568623172261,18.99929415098458
17.9,238.32477426906624,5.63763694313168,1197.2623430232945,26.48648819548992
18.0,236.1883590202558,4.839323116901568,1250.1853349672367,32.525274032027674
18.1,235.0006956157288,5.262836793615476,1076.8045269792028,28.288429030483055
18.2,232.25754071198733,4.442361445506199,1186.6569163993709,29.75000475625057
18.3,239.28011202423932,5.3125560242582175,1035.672984923731,29.35374798682111
18.4,234.68794248414648,4.6547888312015715,1150.562654886586,40.48800536950625
18.5,230.0189662163271,4.965502879531018,1105.6486190420326,20.937602896261076
18.6,230.09246402302287,3.906878774624042,1229.672751604402,25.517920323416263
18.7,231.16841887190793,3.894224026196178,1156.6547411320423,29.264319496457865
18.8,227.22081665079733,4.275691520092056,1120.5291300817685,33.509084427753486
18.9,230.0010659922703,2.704857429265796,1130.0274858116472,13.37101616743875
19.0,228.08152166576699,3.2464588761897963,1126.988169918311,21.529295732807515
19.1,230.79500832995635,3.966485658429248,1157.5324643425074,23.286564937448908
19.2,229.62108279393595,3.629339572489153,1143.6740611848118,18.96594345612028
19.3,221.64449430386063,3.7356887362516633,1176.2354229592609,30.319272978395
19.4,226.54111788168177,3.1326538910392827,1211.6104432769876,25.913067523866943
19.5,222.63801022640774,3.4066354746269982,1178.0564818762994,22.21766274843356
19.6,227.53609726051243,2.8257998780691422,1100.9598780918363,16.30496847991854
19.7,225.12941229511173,2.51951623122951,1085.0477277405605,17.62039290382376
19.8,225.40252816542102,2.3539520003500654,1119.783218973772,19.176130879134696
19.9,221.72750525901432,2.788415434855381,1192.1286105723893,27.48672080122582
20.0,227.10928245072745,2.780569668157537,1136.598073853386,18.0868431104513
20.1,227.13267895183765,2.753322090198153,1123.2970872369367,14.623693186653526
20.2,220.65104114821295,1.6043235170190653,1155.5313023122353,17.062287528702388
20.3,223.2643703252815,2.25689187680272,1093.3789620163434,21.157817156456673
20.4,220.96221520818318,2.88925800848637,1104.4268911332283,37.27485224270908
20.5,222.10514024445465,3.2762661137322935,1170.413017008379,45.85492540447414
20.6,219.51893273674793,3.0018511268522228,1137.873860283671,21.750903182811932
20.7,225.7375992582875,2.966779189404199,1131.8705503163792,31.061359728003456
20.8,220.07355119315974,2.4899956324910026,1162.70540101266,34.823858683332645
20.9,221.48378532234477,4.328843262735093,1126.6051518727677,33.822812407387424
21.0,223.19795781847577,3.196927957102229,1122.548358137493,23.826623275019326
21.1,221.0730796887688,4.437317162074207,1131.607593498653,17.716212393913665
21.2,222.11575321594313,4.523397567152939,1174.104823564464,21.71327685963821
21.3,221.74467358774723,4.1515000746991815,1152.392797428848,15.402108374660731
21.4,222.93207866117137,3.962339359577805,1102.2160966129475,26.04065372706285
21.5,221.23216363099942,4.399336153430989,1137.8777234188317,29.795980392847696
21.6,223.11612587462199,4.044835886911017,1175.9289570580522,15.283172434005037
21.7,224.03886667593196,4.773375667916909,1224.830077726275,24.216765777882603
21.8,224.28425197524433,4.835592117953439,1104.305840315122,26.392738655369605
21.9,225.59917267809274,5.2136754640725975,1163.541411761941,33.52630055748592
22.0,225.46500763898797,5.547533630242768,1139.6500689273857,34.62776368850927
22.1,228.15046047670575,6.025803477545197,1183.0207774724902,29.97364469305287
22.2,226.61376320067146,5.340342082159259,1167.9821990926428,20.662417765198228
22.3,227.62198894481966,6.072583966197098,1208.8870763096327,22.374302368948083
22.4,227.21546614878218,5.493573383971801,1170.7780360909844,33.15100964782553
22.5,228.15183794457874,5.6018044346562395,1128.1954675108436,21.084187742026685
22.6,227.34123940509153,5.855136792530283,1128.4562728728285,24.27478171184581
22.7,231.5740528843626,5.844651213065586,1166.2220043886853,36.24141892961044
22.8,228.91398164199865,6.7560329674701345,1165.7977275769836,25.329516725730837
22.9,230.36151782144384,6.8502472233794025,1245.9174907034162,17.39827685614936
23.0,233.21307065128596,7.09662056456709,1217.0533087866238,22.78500321026471
23.1,233.9237653498601,6.673301545184708,1103.0568659049977,28.784311271588383
23.2,232.92078184306038,6.877216461880869,1164.0089918309423,23.392542372885508
23.3,230.25904704507843,6.607868217628729,1096.7604455452563,32.79670387657629
23.4,235.68534553234795,6.4378646081558895,1083.7729241712268,33.80140567454506
23.5,235.87656452709382,7.122891799139867,1179.7418400577085,20.84878168366104
23.6,233.00861092743355,7.083776439040871,1172.0699013218064,21.630088334061895
23.7,237.80946717341584,6.55224729620662,1108.4572882265197,23.90107294582363
23.8,235.2585647504625,7.233964480457122,1215.7474695239412,18.16613250067852
23.9,234.75410091645244,6.294039764634519,1110.8972028199883,26.962704015679474
24.0,237.49502342774954,6.896213995587419,1103.2908647541333,23.45170544675637
24.1,237.1930161640728,6.6791130775655505,1176.104728856801,29.853463876725485
24.2,238.149200127334,6.669549729262795,1158.837541828622,21.11479846457735
24.3,234.6727047758721,6.384841968561168,1143.5796799612467,19.688965070835884
24.4,241.59419017464958,7.123568304492242,1147.3173666839614,38.839814780215534
24.5,236.79462843692517,6.88120136616939,1158.952031650341,19.69113368047471
24.6,234.89531973723757,7.028956430326655,1144.4168005700467,21.19137622927058
24.7,239.1316680274323,6.497757058734665,1143.0998052687585,20.427419686701533
24.8,237.04893307206564,5.806273663251391,1074.161732453342,22.733601330691005
24.9,238.21896839915277,6.044632021783218,1096.3215453596133,19.511195549727947
25.0,236.6482108277541,5.582060646086638,1174.4379828129104,24.258169435434247
25.1,236.91526775540737,6.0924733675648906,1121.8279643821322,20.56891409336205
25.2,237.1847907957657,6.241983354929181,1171.8077303644682,22.104500309539027
25.3,234.8119819958615,5.732390739572443,1199.4185559698265,26.861781046178447
25.4,237.23104822417557,5.2001942337223115,1135.8019669420628,29.235835667258442
25.5,234.46128502818334,5.128029870636536,1161.3187912537235,27.570391807421448
25.6,233.1517412963197,5.191746077637896,1233.0590578711476,20.409151101614444
25.7,234.50126435792188,4.364826398220609,1177.7974256925418,27.0934255937699
25.8,234.66319458173567,4.836567666455663,1223.6749532300535,23.8047294386567
25.9,232.71467884493583,4.691391382305615,1211.3362821565631,23.889013751109058
26.0,230.82550261145906,4.231811800057902,1180.1344139808455,15.949184436090354
26.1,233.15011612485392,4.123987786516966,1145.5242495430502,29.01547486009549
26.2,227.7366302173271,4.205707636087944,1116.320258670578,23.69108110240162
26.3,228.53357622513707,3.661361952301283,1105.5320804191053,37.583565290578775
26.4,230.00823530674356,3.5199635721822222,1169.4531573872507,28.789924434726647
26.5,226.54144721243475,4.02754705017979,1168.7273350669916,18.557437628161964
26.6,228.65904218697048,3.6811760539873766,1143.015111678692,17.408378402941363
26.7,227.8425104754084,4.149280060868339,1183.938655243464,32.71208601624153
26.8,229.11311169293097,2.9791193678242665,1125.8185154262742,19.713076365197214
26.9,224.86807747362607,2.5696476295536326,1194.4087627244476,29.111194818461712
27.0,224.85079085303263,3.577136818027788,1151.6002825914447,22.755509208218378
27.1,226.2009625843378,3.5153002916591483,1148.5469369687773,41.51100960112224
27.2,220.08245913552736,2.7816842471530068,1149.9890681208215,25.029330519302317
27.3,230.6953768997628,2.447609932543345,1146.056348928619,35.835653279217404
27.4,222.63390184673148,2.9876419114511465,1249.5305715331488,34.24487069518531
27.5,222.1488702032521,2.290887612679151,1085.539206834096,21.86169329320902
27.6,224.95249178840606,2.853862157063244,1157.088901751272,22.612143673559242
27.7,222.81925458643587,2.1303521864366224,1199.7642475735622,35.60115256844859
27.8,219.0580270711332,2.934586522206957,1178.7005221029008,24.57598002970767
27.9,223.6399470804864,2.221863468226027,1137.9167211317092,19.78314269512237
28.0,223.91889976744199,3.0288154216245564,1219.6048409686734,33.22871255505791
28.1,221.1843821355809,3.7970379695696,1107.2602856893727,46.81537274128909
28.2,221.45214305958078,3.1623079044738245,1097.7481548112708,24.38882786611897
28.3,222.97379898475447,3.6679535427840486,1172.7228225172964,34.97393653322182
28.4,220.22626601774388,3.2055856458192684,1091.8212079506789,23.689603217521004
28.5,223.01781961138641,3.21815568229831,1054.8820098813353,34.649659048671744
28.6,222.69139998705208,3.0984392348914422,1185.31546550912,23.269249133223152
28.7,221.14818945309824,4.245251659611217,1180.4540125048175,34.498208784068
28.8,219.97116935632334,3.9454149269863437,1179.291474517738,28.345436533546273
28.9,222.61176066293012,4.764062709090145,1130.501154212635,23.648178872578026
29.0,221.6678729598338,3.796166871624624,1157.3178451075737,26.28419356353287
29.1,225.82295998789814,4.3359848802022976,1111.386936870302,21.64600968076131
29.2,224.55262320165937,4.6182967271024475,1219.3740482645062,18.715509937857394
29.3,226.31274158457444,5.315640506885079,1181.640970060178,19.05520479457122
29.4,225.5383836317679,5.645303101842479,1179.6902428948088,24.479777062400085
29.5,226.34834340511125,4.823303707206992,1072.0006103637347,19.07107336194511
29.6,224.83893809271552,4.794937332340544,1182.2920817595955,27.753611149165106
29.7,228.34837681487136,4.717569105506275,1209.7588808792543,28.412031404517585
29.8,231.20976058263471,6.107660895428737,1198.650483425895,27.999504391501585
29.9,227.66544787550114,5.694728343021052,1181.56521343186,21.993870751788634
30.0,227.7556369437895,5.621890422949296,1149.9617132388134,25.269241822568073
30.1,229.28922422837297,6.005807839308056,1136.3266861097982,24.763965587960637
30.2,229.30879087806628,5.141060756080814,1174.0656674247552,34.70342975416629
30.3,229.53296336568783,5.603989441086482,1165.3107742318946,20.379606909660136
30.4,231.8703840709712,6.789057891519375,1159.4549812154341,22.653936107396234
30.5,231.65917351930315,6.684081084703963,1137.6310101284394,23.529765836222555
30.6,235.75021401986265,6.685897798713093,1217.2502611170173,24.07368415600853
30.7,233.48439221965515,6.313960611103295,1103.2862683121607,20.68858866038629
30.8,234.71915462110934,7.026298106779568,1149.0947017675167,21.324449695212206
30.9,236.53445936230162,7.566669765331149,1126.792765088428,32.177882532946775
31.0,234.55585182197177,6.416525513198282,1191.2817219236344,21.278211892747375
31.1,238.52199020483482,6.94991552268191,1207.2192602917712,31.399988215081272
31.2,234.8350791787966,6.794016056410219,1199.7635536324108,41.53233379507571
31.3,234.89342283162117,7.12263653720804,1180.2162872703398,34.37440502202631
31.4,236.14197210910382,6.980245953292396,1093.8959209407997,15.887201211708318
31.5,236.96178726896548,6.89833908922116,1233.249308301853,30.300608341287592
31.6,234.65539140998266,6.573099726832416,1170.667843582986,28.145730657572475
31.7,237.60288210461513,6.874914591837633,1145.6614702001273,28.61429266451636
31.8,234.4998879639525,6.577549170064376,1150.860023844589,16.62632551880827
31.9,240.72655013919274,6.6940197880227865,1136.419234653936,30.191328801938013
32.0,237.8325688634254,6.644172139448658,1166.9552229089525,19.014841764518366
32.1,236.70745106891866,6.836557594620147,1162.4067123244242,34.50620841462225
32.2,236.11603054106817,6.236094220126545,1135.595998173332,32.634097488018604
32.3,237.050129719423,6.223489290668537,1047.204342528981,47.21210101547267
32.4,237.20484849037518,6.655941031541223,1148.595146598081,22.650709549300448
32.5,235.34090099995367,6.00545340401745,1169.07343824958,17.035607886002914
32.6,235.317681412732,5.845894303182985,1171.046713795693,32.4133711436659
32.7,236.4605957412651,6.147535721551693,1143.8613999689726,31.02464069806085
32.8,235.42361496751258,5.7562708685050294,1168.1325907785363,22.65424880363742
32.9,237.92897425784267,5.524547999573959,1191.132757617479,35.0307144805582
33.0,237.86966100173183,5.413382504558784,1131.1899886974454,29.6119615299593
33.1,235.13051067027772,4.664541884709079,1208.6511618167451,18.059776608069754
33.2,235.5148298722775,5.178615740637474,1071.793667927163,22.823134476645066
33.3,231.33471514020908,5.358331315453726,1099.5580586512372,22.288594481602683
33.4,234.68959141934874,4.895305862190931,1113.7942019849834,24.24315101915956
33.5,232.73955331110673,3.877593376406002,1052.2213316209784,26.14202601401926
33.6,233.13658293836463,4.454224195295737,1110.0094951586884,20.936705698087426
33.7,234.71944301206827,3.82352702399985,1199.9348790254553,23.713517765959587
33.8,226.29795903932413,3.945298353753064,1199.6611626101032,28.87095514480123
33.9,230.71654820512447,3.9447765463792126,1153.894338509048,24.456674943197527
34.0,227.33004004883009,3.280535552326353,1218.840078669519,23.282259849248277
34.1,230.0495718368233,4.164824649523826,1159.5796087978479,23.082138959576213
34.2,225.58332800364872,3.4853361004476495,1130.0875217353498,24.29154988062428
34.3,226.57635584576335,3.7223840321230397,1159.6652307753127,15.428550192952537
34.4,227.34670757484713,3.5627845878816067,1144.514135585444,25.92636075718363
34.5,227.56357301857625,3.761528970660714,1179.4373384199998,19.258472081067538
34.6,225.90688248311446,3.6279011673585857,1089.877974409864,25.575941919741876
34.7,223.62181867266216,2.5016577138206917,1189.9765977332493,17.236309291483334
34.8,223.58386449086544,3.0617128937714284,1131.6189307524592,31.36465446778169
34.9,225.9802303025488,2.1571589638555526,1184.2129206604104,26.426154172839038
35.0,223.76069745374673,2.812642576911273,1088.3583919261446,17.76562203380402
35.1,220.00776713849993,3.2713927892540444,1133.2296537819084,26.428176587238333
35.2,224.71239817406303,3.3590934097895278,1153.1225288140085,20.597858931476523
35.3,223.55565551285113,3.5308830589331466,1186.0581051580466,39.07695945535271
35.4,224.21857982376025,2.8998966758725127,1101.2987572331258,28.162088206766832
35.5,221.59933325566996,3.2276808762147526,1216.6977702363502,20.410661822153187
35.6,223.7833722149211,3.200546740009997,1169.3065390001407,26.354058943306374
35.7,219.91404189560103,3.7429997984307106,1128.9689832638758,24.7127712721813
35.8,223.1405562803869,3.958241898777333,1198.6920813675233,33.62119711083921
35.9,221.03970051179402,3.2776534356179514,1154.1084409209052,27.249633684743486
36.0,223.44445041709739,5.043932451243357,1196.3318792284492,28.343569735879388
36.1,224.237180004012,3.6479841488053726,1242.925912349871,18.84907266044513
36.2,220.93801185861818,3.631250558847404,1180.741135106343,30.398572812943
36.3,222.5443114873739,4.154739759223623,1128.9328214571985,42.09651891864838
36.4,223.01249253300122,4.362721398403519,1132.971702584354,29.249082001043988
36.5,225.65076275562336,4.428772641647021,1173.3021738551386,24.698914384995557
36.6,225.07609826708128,4.1067347764069115,1161.5162166837504,25.989205035760822
36.7,221.64401309183262,5.116517051890652,1116.6788014578804,19.65823138219321
36.8,225.46644029798406,4.712917002134375,1123.2756193749608,26.136640433687035
36.9,226.54787462347113,5.472430486469245,1176.6312811712878,18.958398041740764
37.0,229.84608212143476,5.581436581436292,1243.867934834452,25.227747173156168
37.1,222.8114947545377,4.681597553133029,1044.7853047476824,22.64461074073053
37.2,225.6949942375475,4.9643462071888385,1178.9566455129088,20.272871188045908
37.3,230.05478065192395,5.118769323847686,1141.558112679133,28.851652938926467
37.4,225.31636524549594,5.778016968479467,1181.1745885496075,17.19578117640889
37.5,226.2797491331619,5.853985594908518,1184.7088551226109,24.706197909980613
37.6,230.37416974186274,6.0882861733331,1152.113523401542,17.919251664923372
